0,lam,alp,N,T
3.934788227081299,0.02,0.01,100,500
3.945760726928711,0.02,0.01,100,500
3.9552245140075684,0.02,0.01,100,500
3.964986562728882,0.02,0.01,100,500
3.970583915710449,0.02,0.01,100,500
3.9819202423095703,0.02,0.01,100,500
3.9861180782318115,0.02,0.01,100,500
3.997776508331299,0.02,0.01,100,500
4.011409282684326,0.02,0.01,100,500
4.022194862365723,0.02,0.01,100,500
4.030185699462891,0.02,0.01,100,500
4.036543846130371,0.02,0.01,100,500
4.048696517944336,0.02,0.01,100,500
4.0554938316345215,0.02,0.01,100,500
4.064853668212891,0.02,0.01,100,500
4.069383144378662,0.02,0.01,100,500
4.075985908508301,0.02,0.01,100,500
4.093372821807861,0.02,0.01,100,500
4.104695796966553,0.02,0.01,100,500
4.119478225708008,0.02,0.01,100,500
4.129927635192871,0.02,0.01,100,500
4.135637283325195,0.02,0.01,100,500
4.1472649574279785,0.02,0.01,100,500
4.156766414642334,0.02,0.01,100,500
4.1631388664245605,0.02,0.01,100,500
4.172671794891357,0.02,0.01,100,500
4.182435512542725,0.02,0.01,100,500
4.190808296203613,0.02,0.01,100,500
4.19520378112793,0.02,0.01,100,500
4.207371711730957,0.02,0.01,100,500
4.221311569213867,0.02,0.01,100,500
4.230108737945557,0.02,0.01,100,500
4.238109588623047,0.02,0.01,100,500
4.2491583824157715,0.02,0.01,100,500
4.255912780761719,0.02,0.01,100,500
4.262720108032227,0.02,0.01,100,500
4.268075942993164,0.02,0.01,100,500
4.275886058807373,0.02,0.01,100,500
4.285077095031738,0.02,0.01,100,500
4.290572643280029,0.02,0.01,100,500
4.2965407371521,0.02,0.01,100,500
4.309429168701172,0.02,0.01,100,500
4.317413330078125,0.02,0.01,100,500
4.332181453704834,0.02,0.01,100,500
4.336572647094727,0.02,0.01,100,500
4.347488880157471,0.02,0.01,100,500
4.3614702224731445,0.02,0.01,100,500
4.372415065765381,0.02,0.01,100,500
4.379274368286133,0.02,0.01,100,500
4.386420726776123,0.02,0.01,100,500
